"Startup_Name","Industry","Funding_Rounds","Investment_Amount__USD_","Valuation__USD_","Number_of_Investors","Country","Year_Founded","Growth_Rate____","Age","Year"
"Startup_1449","Fintech",10,836994096.61,2259318901.30297,1,"Singapore",2018-04-01,63.76,7,2018
"Startup_1450","Blockchain",5,4612102421.95,15023511161.7197,2,"China",2014-04-01,90.76,11,2014
"Startup_1451","Biotech",10,4627774304.27,21983167928.558,40,"UK",2005-04-01,159.09,20,2005
"Startup_1452","Biotech",10,348939626.47,849005819.106567,28,"Germany",2001-04-01,175.77,24,2001
"Startup_1453","Fintech",10,916865262.3,3478994370.74278,36,"USA",2011-04-01,118.01,14,2011
"Startup_1454","EdTech",7,4246648380.39,8044478106.77312,41,"Canada",2012-04-01,74.55,13,2012
"Startup_1455","HealthTech",7,103593556.84,376310853.434063,10,"China",2007-04-01,80.43,18,2007
"Startup_1456","E-commerce",6,1052541096.04,2633550384.80092,28,"UK",2008-04-01,16.24,17,2008
"Startup_1457","Blockchain",8,732739946.28,2267279954.994,7,"France",2004-04-01,83.42,21,2004
"Startup_1458","Fintech",4,1564811731.89,6253514488.5005,41,"China",2003-04-01,12.77,22,2003
"Startup_1459","Blockchain",6,571912418.06,1841811350.03,36,"Singapore",2015-04-01,82.51,10,2015
"Startup_1460","HealthTech",2,196108369.05,362545692.921058,9,"UK",2003-04-01,102.11,22,2003
"Startup_1461","AI",9,3855984614.64,13060338929.6235,19,"Germany",2022-04-01,110.87,3,2022
"Startup_1462","AI",5,4497254121.46,17407258137.777,7,"Australia",2019-04-01,29.71,6,2019
"Startup_1463","E-commerce",7,1763255466.23,4515190046.66227,42,"France",2021-04-01,17.7,4,2021
"Startup_1464","Fintech",5,3435581682.23,8586893373.29314,38,"Singapore",2020-04-01,48.68,5,2020
"Startup_1465","EdTech",2,2956299443.03,12320821985.6588,33,"USA",2014-04-01,145.07,11,2014
"Startup_1466","EdTech",6,4360344706.06,7670897140.47217,30,"Germany",2003-04-01,117.61,22,2003
"Startup_1467","EdTech",4,4925150170.99,20198348345.2667,6,"Brazil",2004-04-01,173.12,21,2004
"Startup_1468","Blockchain",5,3334100795.34,11758960097.0259,21,"Germany",2009-04-01,66.74,16,2009
"Startup_1469","SaaS",5,2172042823.46,7342585222.91393,8,"Singapore",2012-04-01,137.41,13,2012
"Startup_1470","E-commerce",10,3328641485.3,11083839897.749,6,"UK",2010-04-01,185.12,15,2010
"Startup_1471","HealthTech",8,1754628705.13,8412069751.72561,8,"Canada",2017-04-01,162.84,8,2017
"Startup_1472","Biotech",4,20879083.53,90602461.6781431,48,"Australia",2014-04-01,35.36,11,2014
"Startup_1473","HealthTech",2,1875243369.99,3331104544.488,33,"Australia",2019-04-01,173.45,6,2019
"Startup_1474","E-commerce",4,3825537134.04,10554562640.5287,16,"Australia",2018-04-01,164.19,7,2018
"Startup_1475","Blockchain",9,2628278358.58,12549506871.0924,30,"Singapore",2010-04-01,176.91,15,2010
"Startup_1476","Blockchain",8,3609622645.91,13249949651.0861,39,"UK",2018-04-01,97.66,7,2018
"Startup_1477","E-commerce",9,821696544.69,2356765901.78321,31,"France",2010-04-01,134.06,15,2010
"Startup_1478","Biotech",9,2066211536.32,3930788000.56838,34,"France",2011-04-01,165.61,14,2011
"Startup_1479","EdTech",2,1219599852.14,3747655708.52135,6,"Australia",2003-04-01,99.57,22,2003
"Startup_1480","HealthTech",6,3885305632.23,18470453369.8274,38,"France",2022-04-01,66.02,3,2022
"Startup_1481","HealthTech",8,3139556615.02,5240343657.02282,28,"Brazil",2007-04-01,68.89,18,2007
"Startup_1482","HealthTech",2,2035301753.15,7178250910.03138,27,"Germany",2018-04-01,23.91,7,2018
"Startup_1483","E-commerce",10,1808428927.31,3338985106.23584,16,"USA",2013-04-01,160.8,12,2013
"Startup_1484","SaaS",6,409211772.55,1563692406.94506,34,"Australia",2010-04-01,142.35,15,2010
"Startup_1485","E-commerce",10,2125533158.41,10565057436.9937,39,"UK",2010-04-01,166.04,15,2010
"Startup_1486","AI",5,1781280094.31,8211779478.27094,5,"USA",2007-04-01,130.61,18,2007
"Startup_1487","Blockchain",8,60292240.18,144505079.676423,1,"China",2003-04-01,141.69,22,2003
"Startup_1488","Biotech",1,1151855532.93,2630300734.56855,23,"Australia",2006-04-01,35.12,19,2006
"Startup_1489","HealthTech",2,4728011351.49,17955699933.2448,40,"China",2009-04-01,10.25,16,2009
"Startup_1490","Blockchain",2,815972207.82,3461755264.4847,29,"India",2003-04-01,31.92,22,2003
"Startup_1491","HealthTech",10,1391585867.68,3508211799.91021,14,"Germany",2016-04-01,91.55,9,2016
"Startup_1492","HealthTech",3,3518772434.38,10805491612.6672,49,"UK",2008-04-01,154.72,17,2008
"Startup_1493","AI",1,417997278.06,882748594.912076,31,"UK",2003-04-01,24.51,22,2003
"Startup_1494","HealthTech",2,3298030781.78,9221987295.58523,34,"Canada",2020-04-01,61.45,5,2020
"Startup_1495","SaaS",4,1667099306.41,3676493776.23782,5,"USA",2002-04-01,131.57,23,2002
"Startup_1496","SaaS",5,2136381550.17,4955637545.0389,43,"Canada",2015-04-01,140.02,10,2015
"Startup_1497","SaaS",3,2412911836.3,7091748016.33272,7,"Canada",2015-04-01,197.39,10,2015
"Startup_1498","EdTech",2,2961424577.38,12371140058.8858,43,"Germany",2004-04-01,81.04,21,2004
"Startup_1499","E-commerce",6,4295056209.05,12340040507.8932,21,"Canada",2021-04-01,176.35,4,2021
"Startup_1500","AI",7,4179318787.03,9382036663.6252,44,"Singapore",2005-04-01,46.73,20,2005
"Startup_1501","Fintech",4,2056427052.36,6941328137.53335,24,"Singapore",2003-04-01,60.5,22,2003
"Startup_1502","Biotech",9,884952207.86,3679521352.96769,21,"Australia",2010-04-01,126.63,15,2010
"Startup_1503","Blockchain",7,1708058928.51,5822755819.71422,25,"Germany",2002-04-01,28.27,23,2002
"Startup_1504","AI",9,4321405186.43,20965117946.346,39,"Brazil",2018-04-01,169.7,7,2018
"Startup_1505","Blockchain",4,2063096946.93,3364570212.79016,15,"France",2016-04-01,100.11,9,2016
"Startup_1506","EdTech",8,1948989870.14,8707186479.03763,40,"Canada",2004-04-01,140.51,21,2004
"Startup_1507","Biotech",10,1123339257.35,4276812870.47401,21,"India",2010-04-01,145.84,15,2010
"Startup_1508","Blockchain",10,2508798031.84,7631431931.06172,3,"Australia",2006-04-01,57.06,19,2006
"Startup_1509","AI",6,3590460177.98,8105414590.25085,43,"USA",2021-04-01,65.23,4,2021
"Startup_1510","Fintech",10,3968595531.01,8242771032.09685,12,"France",2023-04-01,43.01,2,2023
"Startup_1511","SaaS",10,2494472601.9,7569549041.79624,40,"Brazil",2017-04-01,165.74,8,2017
"Startup_1512","HealthTech",6,88871619.38,194380244.54211,7,"India",2017-04-01,32,8,2017
"Startup_1513","AI",1,2887716158.37,9466614727.12664,12,"China",2013-04-01,176.98,12,2013
"Startup_1514","Blockchain",5,4915663290.59,17605463068.306,24,"India",2013-04-01,129.55,12,2013
"Startup_1515","Biotech",2,1864616189.92,6715271895.00099,16,"Australia",2015-04-01,140.52,10,2015
"Startup_1516","AI",8,3092050980.63,10705875247.3654,4,"China",2001-04-01,23.94,24,2001
"Startup_1517","EdTech",4,2338010613.93,10372721490.7507,36,"China",2009-04-01,128.74,16,2009
"Startup_1518","Blockchain",9,288590048.39,973054001.181195,39,"France",2015-04-01,14.29,10,2015
"Startup_1519","Blockchain",7,3045004041.77,11621139885.1429,19,"Canada",2003-04-01,21.9,22,2003
"Startup_1520","HealthTech",6,3351845526.07,5306007574.54136,12,"China",2001-04-01,134.67,24,2001
"Startup_1521","Biotech",2,2761284586.48,12115851673.9228,2,"Brazil",2020-04-01,103.35,5,2020
"Startup_1522","HealthTech",5,904843637.92,2105095474.61492,14,"Germany",2014-04-01,23.16,11,2014
"Startup_1523","EdTech",1,2102524704.16,10083369235.3549,37,"China",2017-04-01,64.14,8,2017
"Startup_1524","HealthTech",1,3205689593.71,14548260119.2883,29,"Brazil",2009-04-01,87.77,16,2009
"Startup_1525","AI",10,3066941029.63,13604740180.281,24,"Germany",2012-04-01,167.14,13,2012
"Startup_1526","EdTech",10,3951685806.8,9637049397.15776,28,"USA",2018-04-01,63.28,7,2018
"Startup_1527","AI",1,2581834908.85,12384644835.6438,2,"Australia",2004-04-01,94.55,21,2004
"Startup_1528","Fintech",6,1831497281.36,8263099485.95629,2,"China",2003-04-01,101.25,22,2003
"Startup_1529","HealthTech",10,2117769187.62,5152686332.07306,2,"UK",2009-04-01,21.72,16,2009
"Startup_1530","Blockchain",7,2848443808.24,8056191813.31526,28,"Australia",2022-04-01,146.3,3,2022
"Startup_1531","Biotech",6,1847996870.89,6061483673.44183,35,"France",2015-04-01,156.87,10,2015
"Startup_1532","AI",2,1669299838.76,6964781399.41312,13,"USA",2015-04-01,84.82,10,2015
"Startup_1533","HealthTech",9,1160632798.37,5302651043.72214,5,"Singapore",2015-04-01,195.63,10,2015
"Startup_1534","EdTech",3,1719284172.15,3446242342.05251,12,"Canada",2019-04-01,173.96,6,2019
"Startup_1535","Blockchain",1,4010916979.64,12535765868.3275,14,"Canada",2006-04-01,180.05,19,2006
"Startup_1536","Blockchain",10,1648124752.01,3631491550.56083,26,"Brazil",2001-04-01,69.95,24,2001
"Startup_1537","HealthTech",1,3748602901.16,10563091605.6091,11,"Canada",2011-04-01,37.4,14,2011
"Startup_1538","SaaS",10,4522250484.58,9430314681.35834,46,"China",2003-04-01,187.45,22,2003
"Startup_1539","E-commerce",3,2709236350.25,6854556243.48136,16,"USA",2020-04-01,42.38,5,2020
"Startup_1540","SaaS",4,1884299399.07,7558557035.25599,42,"China",2007-04-01,65.57,18,2007
"Startup_1541","AI",5,375095394.38,1799665645.81477,47,"France",2012-04-01,148.94,13,2012
"Startup_1542","HealthTech",8,3068215893.39,4973250875.22779,28,"Australia",2021-04-01,64.43,4,2021
"Startup_1543","Biotech",5,3006363172.58,12510172654.1338,14,"Germany",2002-04-01,149.72,23,2002
"Startup_1544","Fintech",1,2408244835.2,9189764097.07748,31,"China",2002-04-01,161.85,23,2002
"Startup_1545","Fintech",9,3559948881.82,10706583620.6033,21,"Brazil",2018-04-01,173.62,7,2018
"Startup_1546","EdTech",8,1184539226.08,5751092057.14886,27,"Brazil",2002-04-01,199.4,23,2002
"Startup_1547","SaaS",9,4315988569.58,11611797302.9997,45,"Germany",2023-04-01,62.2,2,2023
"Startup_1548","Fintech",10,4284532590.9,7912853783.59046,26,"USA",2017-04-01,164.85,8,2017
"Startup_1549","EdTech",6,1655118390.69,5539442978.86337,23,"UK",2010-04-01,57.2,15,2010
"Startup_1550","SaaS",1,2626547192.19,11102880420.8643,2,"Canada",2010-04-01,73.26,15,2010
"Startup_1551","HealthTech",4,4287796626.39,6983222887.19807,22,"UK",2016-04-01,185.87,9,2016
"Startup_1552","EdTech",7,1271195552.1,4901929721.12042,1,"UK",2022-04-01,78.32,3,2022
"Startup_1553","Blockchain",4,251595377.41,758086447.030774,40,"USA",2000-04-01,191.25,25,2000
"Startup_1554","Biotech",5,4237916731.25,17269160154.3454,26,"Canada",2012-04-01,41.66,13,2012
"Startup_1555","Fintech",4,27159040.35,70603952.0785586,25,"China",2019-04-01,149.73,6,2019
"Startup_1556","AI",3,1382746441.63,3233120270.95301,4,"UK",2004-04-01,154.89,21,2004
"Startup_1557","SaaS",7,3784303194.63,9911873698.89673,35,"Singapore",2009-04-01,184.34,16,2009
"Startup_1558","E-commerce",7,531192065.29,2620952120.00875,19,"France",2020-04-01,138.3,5,2020
"Startup_1559","AI",4,2112685271.04,4169256820.9103,43,"UK",2017-04-01,56.52,8,2017
"Startup_1560","EdTech",4,3744135190.12,13328235989.8396,18,"Brazil",2000-04-01,57.34,25,2000
"Startup_1561","EdTech",8,432819566.78,1404959399.79674,27,"Australia",2023-04-01,6.69,2,2023
"Startup_1562","AI",9,2583232254.79,11799895347.649,31,"India",2006-04-01,127.31,19,2006
"Startup_1563","AI",9,1433904591.35,7163722226.05437,13,"UK",2013-04-01,44.03,12,2013
"Startup_1564","E-commerce",8,3039028140.31,12645400920.0483,44,"China",2018-04-01,152.71,7,2018
"Startup_1565","AI",1,4379529.46,18903809.2994554,47,"Germany",2002-04-01,163.62,23,2002
"Startup_1566","Blockchain",3,3018316396.8,4898867937.68641,43,"India",2006-04-01,122.6,19,2006
"Startup_1567","HealthTech",10,4794372694.03,16823922988.341,27,"China",2009-04-01,55.14,16,2009
"Startup_1568","Fintech",10,1064867623.9,3997753899.6117,38,"Germany",2005-04-01,75.99,20,2005
"Startup_1569","EdTech",8,939510890.4,4531492625.99807,44,"Brazil",2003-04-01,77.75,22,2003
"Startup_1570","AI",5,1673644619.03,7968559716.74289,11,"Germany",2003-04-01,23.46,22,2003
"Startup_1571","E-commerce",2,4638943286.65,19824593163.3147,41,"Singapore",2010-04-01,34.93,15,2010
"Startup_1572","E-commerce",6,4337786686.93,20837353386.0488,9,"USA",2009-04-01,121.16,16,2009
"Startup_1573","Biotech",7,3701404336.71,15898939374.4167,23,"China",2017-04-01,159.39,8,2017
"Startup_1574","Fintech",10,3473093961.19,13506570413.8095,7,"Australia",2009-04-01,94.89,16,2009
"Startup_1575","Biotech",2,136810581.81,320931135.273116,37,"Germany",2018-04-01,6.16,7,2018
"Startup_1576","EdTech",6,983516445.01,4224002541.71229,25,"Germany",2023-04-01,88.14,2,2023
"Startup_1577","HealthTech",8,3064262733.38,9879742167.15099,41,"USA",2001-04-01,65.15,24,2001
"Startup_1578","SaaS",10,4082346663.57,9790114824.1117,40,"UK",2015-04-01,116.96,10,2015
"Startup_1579","HealthTech",9,2565787926.49,12086103094.9014,15,"France",2005-04-01,39.61,20,2005
"Startup_1580","SaaS",8,1176497341.14,4426369517.61384,1,"Australia",2021-04-01,113.6,4,2021
"Startup_1581","Fintech",7,3892140009.04,11585056100.5909,33,"UK",2006-04-01,151.51,19,2006
"Startup_1582","EdTech",1,2690460718.08,9423258061.57614,10,"China",2011-04-01,156.91,14,2011
"Startup_1583","HealthTech",1,956635471.39,3231156233.09543,38,"Singapore",2002-04-01,43.99,23,2002
"Startup_1584","E-commerce",3,1806083403.78,4633704411.50006,32,"France",2011-04-01,141.76,14,2011
"Startup_1585","E-commerce",7,1876461861.94,4963014675.71474,11,"Singapore",2015-04-01,148.36,10,2015
"Startup_1586","E-commerce",4,1763408535.68,7655243697.3562,38,"Brazil",2022-04-01,110.14,3,2022
"Startup_1587","Fintech",5,3109070292.14,13985263459.555,34,"Germany",2004-04-01,67.47,21,2004
"Startup_1588","Fintech",4,3399987649.15,10281290495.8458,19,"France",2015-04-01,66.73,10,2015
"Startup_1589","Blockchain",2,89380828.75,400050461.068737,8,"China",2016-04-01,79.49,9,2016
"Startup_1590","Biotech",10,193150607.27,855969079.510856,2,"India",2001-04-01,12.91,24,2001
"Startup_1591","AI",2,3875227424.37,18856539755.9352,19,"Singapore",2005-04-01,113.64,20,2005
"Startup_1592","AI",2,2459043023.33,3999366539.13335,48,"UK",2017-04-01,197.85,8,2017
"Startup_1593","AI",1,1727090113.1,2771657404.07106,50,"USA",2016-04-01,82.21,9,2016
"Startup_1594","Fintech",2,1351037663.9,5483792399.65017,45,"Canada",2015-04-01,94.44,10,2015
"Startup_1595","EdTech",6,1142746381.41,3294844147.16194,30,"India",2016-04-01,184.85,9,2016
"Startup_1596","HealthTech",8,1186738227.85,1788313373.07615,47,"China",2012-04-01,12.07,13,2012
"Startup_1597","Fintech",8,2005526343.73,5087268050.87414,10,"Australia",2015-04-01,111.2,10,2015
"Startup_1598","Fintech",6,2901697669.25,6003507458.0506,16,"Brazil",2000-04-01,75.33,25,2000
"Startup_1599","Fintech",1,2177009207.59,4263991748.48354,39,"UK",2016-04-01,197.77,9,2016
"Startup_1600","SaaS",5,2386259368.76,5327297896.34862,6,"Canada",2007-04-01,68.39,18,2007
"Startup_1601","Blockchain",6,948745575.12,1473297941.38742,27,"Brazil",2022-04-01,197.93,3,2022
"Startup_1602","AI",4,1441196998.92,2390521698.03957,40,"Australia",2005-04-01,80.09,20,2005
"Startup_1603","HealthTech",10,1317794976.16,6220056523.09699,19,"Brazil",2002-04-01,99.34,23,2002
"Startup_1604","SaaS",4,4793945586.21,21571513377.8641,45,"Australia",2023-04-01,41.1,2,2023
"Startup_1605","E-commerce",7,834242668.05,2718767916.11191,43,"USA",2009-04-01,136.82,16,2009
"Startup_1606","EdTech",1,1259532517.43,3238188046.41878,26,"China",2015-04-01,110.4,10,2015
"Startup_1607","HealthTech",5,3116870926.26,7904309736.9272,38,"UK",2009-04-01,93.61,16,2009
"Startup_1608","HealthTech",8,3169501514.29,5264966458.50555,21,"USA",2001-04-01,136.59,24,2001
"Startup_1609","AI",1,2065300885.32,5193009383.45099,10,"Australia",2022-04-01,146.31,3,2022
"Startup_1610","EdTech",5,4470293819.99,10329224686.2694,19,"Australia",2014-04-01,118.71,11,2014
"Startup_1611","Fintech",7,989889055.97,3701935488.67396,36,"Singapore",2001-04-01,56.91,24,2001
"Startup_1612","E-commerce",7,3207785934.98,16033952578.7019,15,"Australia",2014-04-01,118.92,11,2014
"Startup_1613","Blockchain",2,3853798575.86,16546681198.6894,16,"India",2002-04-01,113.94,23,2002
"Startup_1614","EdTech",7,3941928807.14,6994377204.39763,32,"Germany",2011-04-01,143.67,14,2011
"Startup_1615","HealthTech",8,2146190222.69,7503373988.50428,16,"Singapore",2015-04-01,14.23,10,2015
"Startup_1616","Blockchain",5,3238396532.82,13765068393.964,30,"Singapore",2013-04-01,134.35,12,2013
"Startup_1617","HealthTech",2,1700488766.14,5654200634.91431,10,"France",2013-04-01,127.37,12,2013
"Startup_1618","AI",7,3021048697.09,4821327859.83035,36,"UK",2002-04-01,16.68,23,2002
"Startup_1619","Biotech",1,3305518255.36,14461954809.2177,26,"UK",2002-04-01,71.82,23,2002
"Startup_1620","E-commerce",9,4992832778.52,22502116330.6167,15,"Germany",2019-04-01,138.98,6,2019
"Startup_1621","EdTech",8,3532647475.17,16577509360.9101,23,"Singapore",2019-04-01,50.58,6,2019
"Startup_1622","Blockchain",1,2324056620.03,6429846862.47354,13,"France",2023-04-01,18.03,2,2023
"Startup_1623","HealthTech",7,316820317.9,477739449.261638,14,"Australia",2006-04-01,166.76,19,2006
"Startup_1624","AI",9,3632915706.35,7005519987.13309,5,"France",2012-04-01,112.5,13,2012
"Startup_1625","Biotech",5,1417475470.97,4020338392.63493,2,"China",2009-04-01,147.09,16,2009
"Startup_1626","Fintech",8,4514535275.96,11035852041.6786,28,"Brazil",2018-04-01,64.84,7,2018
"Startup_1627","Blockchain",2,1847513590.95,3767333615.85989,7,"France",2010-04-01,73.51,15,2010
"Startup_1628","AI",5,788303831.78,2937869183.1398,25,"China",2020-04-01,66.59,5,2020
"Startup_1629","HealthTech",6,159264142.22,619001571.539025,2,"Singapore",2018-04-01,139.37,7,2018
"Startup_1630","EdTech",3,2823868450.58,5786836677.26689,32,"USA",2015-04-01,185.48,10,2015
"Startup_1631","SaaS",9,1195837325.44,5038811785.94123,27,"Canada",2007-04-01,184.26,18,2007
"Startup_1632","SaaS",9,2897735585.77,11621452612.0677,28,"Singapore",2012-04-01,153.53,13,2012
"Startup_1633","Biotech",5,3183909353.24,11320229536.0432,32,"USA",2012-04-01,195.39,13,2012
"Startup_1634","HealthTech",2,4241447036.26,15693696456.9608,1,"China",2016-04-01,126.84,9,2016
"Startup_1635","AI",6,1050181625.75,4446152862.49959,11,"USA",2001-04-01,155.12,24,2001
"Startup_1636","HealthTech",3,1984242235.75,5619499784.89678,7,"Canada",2015-04-01,96.75,10,2015
"Startup_1637","SaaS",5,4051993789.05,16098942856.5964,14,"China",2023-04-01,161.93,2,2023
"Startup_1638","EdTech",6,500008971.93,2333566710.17657,20,"France",2008-04-01,155.21,17,2008
"Startup_1639","AI",10,1189574297.41,4583345081.81242,8,"Germany",2021-04-01,154.55,4,2021
"Startup_1640","EdTech",7,2875090233.01,5960828153.73848,23,"Canada",2016-04-01,61.57,9,2016
"Startup_1641","SaaS",7,3943079588.32,17527378439.2237,27,"France",2023-04-01,55.31,2,2023
"Startup_1642","SaaS",5,4308535420.02,20136990027.0916,45,"India",2010-04-01,184.23,15,2010
"Startup_1643","EdTech",3,1067560553.4,4793933361.29627,11,"UK",2006-04-01,5.47,19,2006
"Startup_1644","Fintech",1,4539429560.45,9919561132.02128,7,"France",2004-04-01,162.04,21,2004
"Startup_1645","AI",5,2931622738.08,5674496665.54274,5,"China",2001-04-01,169.22,24,2001
"Startup_1646","Fintech",3,4497789336.46,18875356084.6974,29,"Brazil",2005-04-01,92.32,20,2005
"Startup_1647","Biotech",8,2681103573.31,12631141607.8354,49,"Singapore",2014-04-01,116.74,11,2014
"Startup_1648","SaaS",8,867190888.84,3542744225.24495,47,"India",2002-04-01,126.59,23,2002
"Startup_1649","Blockchain",1,1934232601.06,6343960623.55317,50,"Brazil",2009-04-01,41.55,16,2009
"Startup_1650","EdTech",1,474653867.3,1671410660.68254,23,"UK",2009-04-01,150.06,16,2009
"Startup_1651","E-commerce",2,1208489660.56,4744237100.45578,21,"India",2008-04-01,150.43,17,2008
"Startup_1652","E-commerce",3,2906243022.22,4981677506.38567,13,"Australia",2000-04-01,76.47,25,2000
"Startup_1653","SaaS",10,4019694374.34,12377332555.8195,34,"India",2011-04-01,16.99,14,2011
"Startup_1654","Fintech",5,317552981.62,679184443.845792,38,"Australia",2001-04-01,164.81,24,2001
"Startup_1655","HealthTech",5,300008501.5,850509723.709624,26,"Germany",2014-04-01,89.23,11,2014
"Startup_1656","E-commerce",2,4645329884.5,7165968143.43589,1,"France",2019-04-01,34.03,6,2019
"Startup_1657","Fintech",1,1329213359.83,4365743133.16026,10,"Brazil",2016-04-01,162.29,9,2016
"Startup_1658","Fintech",6,1369426387.03,4409664889.12594,14,"France",2011-04-01,97.18,14,2011
"Startup_1659","AI",9,2585066280.63,11615347211.9609,11,"Brazil",2007-04-01,197.37,18,2007
"Startup_1660","AI",8,720673563.94,1920644606.02234,10,"France",2020-04-01,136.76,5,2020
"Startup_1661","Fintech",2,1110858491.39,2619827952.06389,28,"Canada",2015-04-01,16.73,10,2015
"Startup_1662","AI",1,633529926.56,2888007988.32674,18,"Singapore",2015-04-01,191.66,10,2015
"Startup_1663","Biotech",8,961573374.12,3512808012.82576,23,"Canada",2001-04-01,192.2,24,2001
"Startup_1664","AI",7,1106403991.44,2920605885.34465,46,"USA",2013-04-01,195.91,12,2013
"Startup_1665","SaaS",3,192108886.75,454496344.255343,5,"Brazil",2000-04-01,86.45,25,2000
"Startup_1666","Biotech",8,4898796222.04,11320632232.344,6,"France",2006-04-01,134.13,19,2006
"Startup_1667","SaaS",9,3028261413.29,11229996702.347,5,"Canada",2001-04-01,164.93,24,2001
"Startup_1668","EdTech",3,1159602539.03,4296148947.69539,34,"USA",2019-04-01,83.09,6,2019
"Startup_1669","EdTech",5,4619024074.9,10771051201.0942,35,"Brazil",2004-04-01,158.12,21,2004
"Startup_1670","Blockchain",9,2797459357.39,8083055922.64202,13,"UK",2016-04-01,103.87,9,2016
"Startup_1671","HealthTech",7,787907016.6,2785969213.6476,42,"France",2021-04-01,134.95,4,2021
"Startup_1672","EdTech",7,1041834468.15,2127121862.20781,4,"Australia",2004-04-01,119.18,21,2004
"Startup_1673","EdTech",1,4990337185.21,9138507328.58574,36,"USA",2023-04-01,40.24,2,2023
"Startup_1674","Blockchain",9,4407143752.13,13452385335.4908,14,"Singapore",2010-04-01,11.45,15,2010
"Startup_1675","EdTech",4,2561639453.85,9146952356.33161,44,"Brazil",2010-04-01,8.28,15,2010
"Startup_1676","HealthTech",8,544706170.57,953484012.028344,47,"Singapore",2013-04-01,45.39,12,2013
"Startup_1677","HealthTech",9,1357055690.31,6763418120.55179,28,"Canada",2020-04-01,91.78,5,2020
"Startup_1678","Blockchain",3,4316012390.22,6876262319.04114,6,"Singapore",2004-04-01,75.58,21,2004
"Startup_1679","HealthTech",1,2168197638.5,4109470595.99763,49,"USA",2002-04-01,134.07,23,2002
"Startup_1680","HealthTech",10,1024861798.75,4207204039.2472,13,"Germany",2014-04-01,41.81,11,2014
"Startup_1681","EdTech",1,4386035955.61,8146909293.30351,32,"India",2003-04-01,185.74,22,2003
"Startup_1682","E-commerce",7,4104801465.12,19502464538.0396,15,"China",2005-04-01,20.18,20,2005
"Startup_1683","HealthTech",2,4887606150.3,11350079171.7149,43,"India",2021-04-01,127.72,4,2021
"Startup_1684","HealthTech",5,2282851342.92,5120223355.19335,4,"UK",2017-04-01,199.97,8,2017
"Startup_1685","AI",3,3103085751.23,13673485576.2553,13,"Brazil",2003-04-01,25.44,22,2003
"Startup_1686","EdTech",7,4412844917.08,8941966579.23656,44,"France",2020-04-01,169.32,5,2020
"Startup_1687","SaaS",6,3567719961.31,14285616420.3896,43,"Australia",2016-04-01,63.99,9,2016
"Startup_1688","AI",5,3724241680.3,9339294977.78154,13,"Brazil",2010-04-01,67.11,15,2010
"Startup_1689","SaaS",4,2724744023.83,13318946376.4504,12,"Brazil",2007-04-01,25.69,18,2007
"Startup_1690","Fintech",9,4752634012.1,22930720101.4904,24,"Brazil",2000-04-01,194.77,25,2000
"Startup_1691","AI",8,3645312627.42,11989689629.7384,1,"Australia",2018-04-01,179.74,7,2018
"Startup_1692","AI",5,3829566845.1,16342683779.0457,31,"Brazil",2007-04-01,71.24,18,2007
"Startup_1693","HealthTech",2,2696873774.51,7232126204.05556,34,"USA",2013-04-01,16.04,12,2013
"Startup_1694","Biotech",8,4551438245.66,16731555320.6713,5,"Australia",2021-04-01,105.31,4,2021
"Startup_1695","SaaS",8,2224054942.01,9877315554.1519,17,"China",2023-04-01,195.84,2,2023
"Startup_1696","Biotech",5,696507280.67,1078861209.73937,50,"Singapore",2018-04-01,128.41,7,2018
"Startup_1697","Fintech",6,621024302.85,2629075470.64909,35,"UK",2010-04-01,125,15,2010
"Startup_1698","Biotech",7,2789168398.14,13238774359.0566,18,"China",2011-04-01,44.28,14,2011
"Startup_1699","EdTech",1,2412850903.23,6279824526.76042,48,"India",2021-04-01,135.45,4,2021
"Startup_1700","EdTech",4,1421884005.83,2501578988.33091,11,"UK",2008-04-01,193.72,17,2008
"Startup_1701","SaaS",8,4827445121.82,15083519161.1799,19,"Canada",2008-04-01,133.39,17,2008
"Startup_1702","Biotech",10,147654663.53,269323767.391137,26,"China",2012-04-01,51.18,13,2012
"Startup_1703","Blockchain",3,2893179435.05,7275285341.86185,43,"UK",2008-04-01,176.36,17,2008
"Startup_1704","E-commerce",7,2210405021.35,9423167808.67825,30,"Canada",2013-04-01,182.94,12,2013
"Startup_1705","Fintech",5,3870050960.66,9870946751.80606,49,"China",2021-04-01,63.58,4,2021
"Startup_1706","AI",2,4740632224.44,13748864200.9052,13,"China",2011-04-01,139.35,14,2011
"Startup_1707","HealthTech",3,4322079240.22,19752954335.8669,39,"India",2013-04-01,186.96,12,2013
"Startup_1708","SaaS",7,1471831130.71,6384062743.63803,10,"Germany",2004-04-01,9.59,21,2004
"Startup_1709","E-commerce",8,4184251606.02,8295553386.68962,2,"Singapore",2000-04-01,110.92,25,2000
"Startup_1710","SaaS",9,152084806.53,598442863.179385,7,"France",2004-04-01,111.02,21,2004
"Startup_1711","HealthTech",4,602401673.36,1986253520.33662,35,"France",2010-04-01,186.06,15,2010
"Startup_1712","E-commerce",2,1637817755.08,3790754948.90369,33,"Australia",2023-04-01,151.47,2,2023
"Startup_1713","E-commerce",9,1270246738.15,5623719311.87366,15,"UK",2010-04-01,150.74,15,2010
"Startup_1714","EdTech",10,4737319012.66,22520649704.5772,24,"Canada",2000-04-01,97.03,25,2000
